date;airPressure_7h;airPressure_14h;airPressure_19h;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;hum_7h;hum_14h;hum_19h;windDir_7h;windBeauf_7h;windDir_14h;windBeauf_14h;windDir_19h;windBeauf_19h;precip;precipType
01.01.2015;1008.7;1008.7;1008.7;10;10;10;-3.2;2.5;3.5;85;93;85;NE;1;W;4;W;3;0.1;rain and snow
02.01.2015;1004.2;999.1;1001.3;6;9;10;1.3;9;5.1;95;48;89;SW;2;W;5;W;4;4.1;rain
03.01.2015;1003.6;998.5;993.7;6;10;10;4.5;5.9;3.1;66;53;86;W;4;W;3;W;2;13.8;rain and snow
04.01.2015;993.1;996.7;999.2;7;8;9;2.5;4.5;2.9;90;60;81;W;5;W;4;W;4;0.3;rain and snow
05.01.2015;1002.1;;999.8;8;10;10;2.2;1.6;1.2;70;95;98;NW;4;W;4;W;4;13;rain and snow
06.01.2015;1001.6;1001.7;1003.4;4;2;0;;2.9;-1.7;85;62;81;NW;3;N;2;NW;2;0;
07.01.2015;1004.4;1005.1;1006.6;9;10;10;-2.9;-1.4;-2.9;69;74;97;SE;2;S;2;SE;2;1.5;snow
08.01.2015;1006.9;1005.3;1003.9;10;10;10;-3.5;-1.6;-1;94;90;91;SE;2;S;2;S;2;0.1;snow
09.01.2015;1002.5;994.3;990.8;6;10;8;4.4;9.1;9;71;61;74;W;2;W;4;W;5;5.3;rain
10.01.2015;985.4;982.1;983.9;10;6;9;10.6;17.6;16.2;96;50;51;W;3;W;6;W;4;3.9;rain
11.01.2015;986.4;988.9;990.6;10;10;4;6.2;4.9;4.2;89;65;58;NW;3;W;4;W;4;6.2;rain
12.01.2015;996.6;997.4;998;9;9;9;4.4;7.2;6.5;74;56;54;W;4;W;4;W;2;traces;rain
13.01.2015;996.2;993.4;992.8;9;4;2;3.2;11;2.5;54;40;85;SW;2;SE;2;S;1;0;
14.01.2015;991.2;989.4;992.5;2;7;10;0.2;5.5;5.1;97;76;88;W;2;E;1;W;3;1.2;rain
15.01.2015;995.6;991.2;989.6;4;8;5;0.7;6.1;4;88;63;88;W;2;SE;3;E;2;0;
16.01.2015;987.9;987.1;986.1;10;9;6;3.3;4.8;2.3;96;85;94;E;2;NE;1;NW;1;0;
17.01.2015;983.1;987.8;989.9;9;10;10;3.3;7;4.7;97;73;95;;0;W;2;W;3;0.6;rain
18.01.2015;993.5;992.6;992.5;9;6;9;3.8;5.2;3.7;86;75;85;NW;1;NE;2;NE;2;0;
19.01.2015;989.6;988.3;988.5;10;9;10;2.2;3.8;3.2;92;84;89;NE;2;NE;1;N;1;0;
20.01.2015;986.5;985.2;986.6;10;10;9;2.6;4;3.3;97;85;81;SE;3;S;2;W;2;0;
21.01.2015;988.9;988.9;988.7;9;10;10;2.1;3.7;4.7;73;78;88;NW;2;E;2;SE;3;0;
22.01.2015;988;987.3;988.3;10;10;10;5.3;6.6;6.6;94;85;83;SE;3;SE;3;SE;3;traces;rain
23.01.2015;990.3;991.3;992.9;10;10;10;4.3;4.7;4.3;91;86;88;W;2;NW;3;NW;4;0;
24.01.2015;992.7;989.4;990.3;10;10;10;2.6;3.2;2.5;83;73;83;NW;3;NW;4;NW;3;8.5;rain and snow
25.01.2015;994.3;996.5;998.9;10;10;7;-0.1;1.8;2.5;94;93;71;NW;5;NW;4;NW;4;1;rain and snow
26.01.2015;1000.7;999.2;996.9;9;8;1;0.4;2.4;0.6;76;66;81;NW;2;NW;2;W;3;1.1;snow
27.01.2015;989.7;989.9;991.8;10;8;7;-0.2;3.5;2.8;99;82;74;SW;2;W;4;W;4;2.1;rain and snow
28.01.2015;993;990.3;987.7;1;3;3;0.7;5.1;0.7;87;62;84;W;3;W;3;SW;2;0.6;snow
29.01.2015;975.4;973.2;969.9;10;10;8;0.4;4.3;1.5;97;55;92;W;2;W;3;SE;2;0.3;snow
30.01.2015;953.4;952.1;953.9;9;10;9;2.8;2;1.3;92;97;76;SE;3;W;4;W;4;7.2;rain and snow
31.01.2015;958.1;961.8;964.3;9;9;2;1.2;4.4;0.5;80;55;79;W;3;W;2;W;2;traces;snow
01.02.2015;966.5;967.9;969.7;9;9;9;-2.8;2.6;0.4;99;73;91;NE;1;SW;1;SW;1;0;
02.02.2015;;973.6;975.4;4;6;8;;5.5;1.6;75;60;83;W;4;W;3;W;4;0.9;rain and snow
03.02.2015;979;;980.2;1;4;8;-0.1;5.2;0.7;79;42;87;W;3;SE;2;E;2;0;
04.02.2015;;985;988;10;9;2;-0.1;1.5;-0.2;89;70;72;W;1;NW;2;W;3;0;
05.02.2015;991.6;993.7;994.7;1;10;2;-2.6;-0.2;-0.7;78;76;77;N;2;NE;2;NE;2;0;
06.02.2015;993.7;994.3;996.7;3;4;3;-2.4;1.1;-1.7;79;60;66;N;3;N;4;N;3;0;
07.02.2015;1001.2;999.3;996.4;6;1;1;-2.9;1.6;-0.6;71;53;60;NW;3;W;2;W;2;0;
08.02.2015;985;;994;9;9;2;-0.8;0.5;-0.7;72;55;53;W;4;NW;4;NW;4;0.9;snow and graupel
09.02.2015;995.3;990.9;992.6;9;10;10;-0.3;-0.5;0.8;55;96;97;W;4;W;5;W;6;17.2;rain and snow
10.02.2015;998.4;1000.4;1001.7;10;10;9;3.2;4.9;4.5;92;73;75;W;4;W;4;W;3;0.3;rain
11.02.2015;1002.6;1002;1002.2;10;10;10;3.2;3.7;2.7;84;83;89;NW;2;NW;2;N;2;0;
12.02.2015;1001.1;1000.1;1000.5;10;4;0;2.2;7.2;3.4;91;71;83;SE;2;SE;4;SE;3;0;
13.02.2015;999.1;997.1;996.1;0;0;0;-1;6.3;3.2;98;63;78;SE;2;SE;3;SE;3;0;
14.02.2015;991.8;;989.4;0;1;2;-0.6;6.1;4.2;91;71;81;SE;3;SE;3;SE;3;0;
15.02.2015;989.6;990.9;993.6;9;1;0;2.7;8.3;5.2;90;71;80;SE;3;SE;4;E;2;0;
16.02.2015;997.6;998.1;999.5;1;0;0;-0.8;9.4;5.8;94;50;65;S;1;SE;3;SE;3;0;
17.02.2015;1004.8;1008.1;1010.5;5;6;7;0;5.1;1.6;87;70;84;SE;3;SE;4;SE;3;0;
18.02.2015;1014.9;1015;1013.4;10;10;10;-0.2;2.1;1.9;96;81;79;NE;2;N;2;N;1;0;
19.02.2015;1008.5;1005.7;1003.7;10;9;1;1.1;3.9;1.4;85;78;91;W;2;NE;2;E;1;0;
20.02.2015;999;995.5;992.1;4;1;3;-2.5;7.9;4.2;99;59;83;W;2;SE;2;SE;2;0;
21.02.2015;979.3;977.7;977.3;10;0;3;0.7;8.9;4.8;80;48;66;NE;1;NE;1;N;1;0;
22.02.2015;980.1;982.6;985.5;9;10;10;-0.5;7.2;3.9;97;63;98;W;1;NW;2;W;1;3.1;rain
23.02.2015;982.5;977.4;978.2;10;9;1;3.7;7.3;5.8;93;90;94;W;1;SE;3;S;2;0.6;rain
24.02.2015;980.4;982.6;985.5;10;10;10;3.9;6.4;5.9;99;93;96;E;1;NW;2;NW;3;11.4;rain
25.02.2015;990.7;991.5;992.8;10;10;10;3.2;6.5;7;94;81;61;NW;4;NW;3;NW;3;3;rain
26.02.2015;995.6;994.9;993.7;10;10;9;4.1;6.3;5.7;77;71;72;NW;3;NW;2;NW;2;traces;rain
27.02.2015;988.6;986.4;989;10;1;8;2.9;10.2;5.9;95;57;84;E;2;SE;3;SE;2;0;
28.02.2015;993.2;994.4;994.5;8;9;7;4;8.9;5.2;84;61;71;W;3;W;4;W;2;0;
01.03.2015;989.2;986.7;986;3;9;9;-1.1;8.6;6.7;99;56;95;NE;2;E;1;SW;2;0.9;rain
02.03.2015;980.6;982.2;984.3;10;10;1;7.2;6.4;6;93;85;72;S;1;NW;4;W;5;5.7;rain
03.03.2015;995.5;997.3;998;7;3;0;2.8;8.3;5;76;46;58;W;3;W;4;W;2;0;
04.03.2015;995.4;998.9;1000.3;8;4;6;6.6;8.5;5.2;56;61;68;W;3;W;2;W;3;0.5;rain
05.03.2015;1003.5;1003.7;1005.6;7;9;9;2.8;6.1;5.1;72;60;63;W;3;NW;3;NW;3;traces;rain and snow
06.03.2015;1008.5;1009.1;1009.1;4;8;1;;7.2;;74;47;55;NW;3;NW;3;NW;2;0;
07.03.2015;1009.7;1009.2;1008.9;9;7;7;4.9;9.8;6.8;74;52;65;NW;2;N;2;N;1;0;
08.03.2015;1007.2;1004.8;1004.1;4;5;5;-1;11.1;7.5;94;34;43;NE;1;SE;3;SE;3;0;
09.03.2015;1002.2;1001.5;;9;7;3;2.5;11.7;7.7;68;38;50;S;2;SE;3;SE;2;0;
10.03.2015;1001.5;998.8;998.1;5;2;2;0.3;13;8;87;44;60;;0;NE;2;NW;2;0;
11.03.2015;996.3;997.9;999.5;10;10;8;7.8;4.7;4.8;73;89;67;NW;3;NW;3;NW;3;10.3;rain
12.03.2015;1001.8;1000.5;1000.3;9;9;10;3.3;6.6;5.7;70;55;59;NW;4;NW;3;NW;3;0;
13.03.2015;997;996.2;997;10;10;10;3.8;4.8;5;73;79;78;NW;3;NW;3;NW;2;traces;rain
14.03.2015;997.2;997.8;999.9;10;10;10;3;5.1;3.9;86;75;85;N;2;NW;2;N;1;0.2;rain
15.03.2015;1003.2;1004.7;1005.1;9;10;10;3;7.8;7.8;94;78;77;SE;2;SE;3;SE;2;traces;rain
16.03.2015;1005.9;1005.7;1006.1;8;9;9;5.5;12;10.4;87;57;63;SE;3;SE;4;SE;3;0;
17.03.2015;1007.4;1005.7;1004;9;9;2;5.2;13;8.7;84;43;59;SE;2;SE;3;SE;2;0;
18.03.2015;1003.2;1001.3;1000.1;1;1;0;4.2;12.1;8;59;36;49;S;2;E;3;SE;2;0;
