date;airPressure_7h;airPressure_14h;airPressure_19h;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;hum_7h;hum_14h;hum_19h;windDir_7h;windBeauf_7h;windDir_14h;windBeauf_14h;windDir_19h;windBeauf_19h;precip;precipType
01.01.2012;992.6;993.4;994.2;10;10;10;2.2;3.1;3.5;99;97;99;SE;1;SW;2;SW;2;2.2;rain
02.01.2012;991.5;988.8;989.9;10;10;9;0.5;2.6;3.3;100;92;93;S;2;SE;2;SW;2;2.9;rain
03.01.2012;998.2;998.2;995.6;9;4;0;6.6;8.8;4.7;88;56;91;W;3;W;3;S;2;0;
04.01.2012;987.4;988.8;993;10;10;2;4.8;8;5.3;83;69;75;W;2;W;4;W;3;traces;rain
05.01.2012;981.7;966.7;965.3;10;10;10;5.5;8;6.3;46;71;84;S;2;SW;2;W;4;1.2;rain
06.01.2012;973;980.2;988.2;7;6;3;4.3;6.2;3.9;70;56;55;W;5;NW;5;NW;4;traces;rain
07.01.2012;993.2;990;986.8;9;10;10;3.9;4.9;2.8;72;68;96;W;3;W;4;W;4;6.8;rain
08.01.2012;988.4;989.6;991.2;9;10;8;4.6;4.2;3.9;81;96;88;W;4;W;3;W;3;8.6;rain
09.01.2012;995.8;999.1;1000.7;10;10;8;4.7;3.9;4.3;84;88;76;NW;4;NW;3;W;3;5.5;rain
10.01.2012;996.8;1002.2;1005.6;8;9;10;5.8;6.4;6.2;88;64;61;W;4;NW;4;NW;4;0.4;rain
11.01.2012;1005.9;1005.2;1005.3;9;9;9;6.2;8;7.6;71;63;63;W;3;W;3;W;4;traces;rain
12.01.2012;1003.6;997.6;993.7;9;6;4;6.7;9.1;7.2;65;51;60;W;4;W;3;W;4;0.7;rain
13.01.2012;992.7;991.1;991.7;8;10;6;4.8;1.4;2.4;68;97;77;W;4;NW;4;NW;4;3.7;"rain; snow and graupel"
14.01.2012;991.2;992;994;5;6;9;2.5;3.6;2.5;71;59;58;W;4;NW;4;NW;4;traces;snow
15.01.2012;994.8;995.4;997;8;7;9;0.4;1.6;0.1;70;51;65;NW;4;NW;4;NW;3;traces;snow
16.01.2012;999.3;999.1;999.7;9;4;9;-1.6;1.5;-0.6;62;54;59;NW;3;W;3;W;3;2.5;snow
17.01.2012;997.9;998.9;1001.3;10;10;10;-0.9;-0.2;;100;96;91;W;4;W;4;W;4;2.3;snow
18.01.2012;1004.8;;1003.1;10;8;1;;5.6;3;74;47;44;W;4;W;3;W;3;3;rain
19.01.2012;995.3;991;986.5;10;10;10;3.5;5.3;8.3;93;95;92;W;5;W;3;W;5;20.4;rain
20.01.2012;985.4;986.1;985.9;10;8;0;3.6;4.9;2.3;96;78;81;W;3;W;5;W;4;2.3;rain and snow
21.01.2012;990.2;987.7;981.9;1;10;10;1.5;4.4;0.5;71;59;100;W;3;W;3;SW;2;17.8;rain and snow
22.01.2012;981.6;983.1;981.6;7;8;8;4.2;6.7;6.1;85;63;75;W;3;W;4;W;3;0.2;rain
23.01.2012;986.5;988.9;989.4;1;6;9;6.3;7.2;5.2;62;64;78;NW;4;W;4;W;3;9.8;rain and snow
24.01.2012;989.4;990.9;993.2;5;7;8;0.9;;3;100;72;83;W;2;NW;3;NW;3;0.5;rain and graupel
25.01.2012;996.8;996.9;997.8;1;3;7;-0.5;2.3;0.6;73;64;66;NW;3;NW;3;NW;3;0;
26.01.2012;997.8;997.9;998.9;3;8;10;-1.5;0.4;-0.3;76;61;65;NW;3;N;3;N;2;traces;rain
27.01.2012;1001.2;1001.9;1002.5;10;3;1;-2.3;-0.4;-2;78;70;82;NE;2;E;2;E;2;0;
28.01.2012;1002.9;1002.6;1003.9;2;7;5;-4.7;2.2;-1.2;92;62;83;E;2;SE;4;SE;3;0;
29.01.2012;1003.9;1004.8;1005.9;9;9;5;-2.8;0.4;-2;99;70;82;SE;2;SE;3;SE;3;0;
30.01.2012;1005.8;1004.4;1004.6;4;3;0;-6.3;0.9;-1.8;99;41;54;E;2;SE;3;SE;3;0;
31.01.2012;1003.7;1002.5;1002.5;0;6;2;-6.9;-1.8;-4.8;87;56;71;SE;3;SE;3;SE;2;0;
01.02.2012;1002.2;1001;1002.3;0;7;0;-10.1;-4.1;-9;87;58;63;NE;2;NE;2;NE;2;0;
02.02.2012;1003.1;1003.2;1004.8;5;6;3;-13.1;-6.9;-10.3;71;46;55;NW;2;NE;2;NE;3;0;
03.02.2012;1005.9;1005.2;1006.4;8;7;8;-14.9;-8.6;-9.5;80;56;48;NW;2;N;2;N;3;0;
04.02.2012;1006.9;1006.1;1006.3;8;10;8;-11.5;;-8.5;46;43;43;N;3;NW;4;NW;3;traces;snow
05.02.2012;1006.6;1005.3;1006.4;10;7;1;-10.1;-6.9;-10.2;62;43;53;NW;3;N;3;N;3;traces;snow
06.02.2012;1006.1;1003.7;1003.8;9;10;10;-12.7;-8;-9.1;66;54;79;NW;3;N;3;NW;3;2.9;snow
07.02.2012;1002.8;1003.3;1006.2;10;10;10;-10.9;-8.9;-8.3;90;86;82;NW;3;NW;3;NW;3;1;snow
08.02.2012;1009.2;1009;1007.7;0;3;7;-10.8;-5.3;-7.7;85;63;72;NW;2;N;2;NW;2;0;
09.02.2012;1003.9;1001.4;1002.3;8;10;10;-8.4;-6;-6.8;79;85;94;NW;2;NW;2;NW;2;0.1;snow
10.02.2012;1008.5;1009.1;1008.6;9;7;3;-11.1;-7.2;-9.3;82;64;75;NW;2;NW;3;NW;2;traces;snow
11.02.2012;1005.9;1004;1004.1;1;7;10;-13.5;-8;-7.6;85;62;62;NW;3;NW;2;NW;2;0;
12.02.2012;1004.6;1002.1;1000.9;2;0;1;-12;-5.9;-8;74;50;60;NW;2;NW;3;W;2;0;
13.02.2012;997.1;;992.9;3;9;9;-8.9;-4;-4.9;68;56;74;W;3;W;4;W;3;traces;snow
14.02.2012;990.9;989.7;988.7;10;5;9;-4.5;-0.5;-2.5;82;64;80;W;2;NW;3;W;2;traces;snow
15.02.2012;973.1;971.5;974.6;10;7;7;2.2;4.6;3.9;80;68;55;W;5;W;4;NW;5;0.5;snow and graupel
16.02.2012;987;993.5;996;9;9;5;0.6;2.5;1.2;68;62;62;NW;5;NW;4;NW;3;0.9;snow
17.02.2012;992.1;991.6;993.3;10;9;9;1.3;4.6;3.8;97;79;87;W;5;W;5;W;4;1.4;rain and snow
18.02.2012;995;994.3;993.1;9;6;8;3.5;8.4;5.1;86;60;73;W;3;W;2;W;2;0;
19.02.2012;989.2;990.3;995;6;10;10;-0.7;6;4.7;99;92;94;NE;1;SW;2;W;3;3.3;rain
20.02.2012;;1006.8;1008.7;9;7;3;2.6;4.9;1.6;74;51;66;NW;3;NW;3;NW;2;0;
21.02.2012;1007.5;1005.5;1006.1;2;2;1;-4.6;5.3;0.3;94;55;72;W;1;E;2;W;2;traces;snow
