date;airPressure_7h;airPressure_14h;airPressure_19h;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;hum_7h;hum_14h;hum_19h;windDir_7h;windBeauf_7h;windDir_14h;windBeauf_14h;windDir_19h;windBeauf_19h;precip;precipType
01.01.2010;966.4;966.8;969.3;10;9;10;4.1;5.2;3.8;94;93;94;W;1;E;1;SW;1;3.6;rain
02.01.2010;977.6;983.5;988.3;10;9;8;1.8;1.9;-0.1;92;72;65;W;3;NW;3;NW;4;3.9;rain and snow
03.01.2010;992.6;993.1;993.6;4;10;9;-2.7;-0.3;-1.4;69;69;72;W;4;W;3;;0;0.4;snow
04.01.2010;993.6;989.9;988.8;9;8;0;-1.8;-0.9;-3.3;79;73;80;S;2;SE;3;E;2;0;
05.01.2010;986.8;983.6;982;10;10;10;-3;-3.4;-2.6;86;94;86;SE;2;SE;3;SE;3;6.2;snow
06.01.2010;975.5;976;978;10;7;7;-2.4;-0.6;-2.1;93;81;89;E;1;NW;2;W;1;1.1;snow
07.01.2010;983;986.6;989.2;9;9;5;-2.5;0.3;-2.9;85;73;88;W;2;W;2;SE;2;2.8;snow
08.01.2010;989.3;985.3;981.8;10;10;10;-2.5;-1.1;-0.1;92;94;93;SE;3;NE;2;NE;2;14;"rain; snow and graupel"
09.01.2010;979.2;978.8;978.5;10;10;10;0.1;0;0.4;92;91;95;W;2;NW;2;SW;1;9.4;"rain; snow and graupel"
10.01.2010;979.8;983;985.8;10;10;10;-0.4;0.6;-0.3;88;81;79;W;4;W;3;W;3;traces;snow
11.01.2010;989;;991.5;9;10;10;-1.1;-0.2;-1.4;77;75;81;W;3;W;2;W;1;traces;snow
12.01.2010;993.8;992.1;991.4;3;2;10;-4.5;-2.2;-3.1;91;78;83;NW;2;NW;2;N;2;0;
13.01.2010;987.4;987;987.9;10;10;10;-2.7;-1.3;-0.6;91;87;83;SE;3;SE;3;SE;3;traces;snow
14.01.2010;988.3;988;989.4;10;10;10;-0.9;-0.2;74.54919869208258;84;83;81;SE;3;SE;3;SE;4;traces;snow
15.01.2010;994.6;998.8;1002;10;10;10;-0.4;1;0.2;82;78;84;SE;3;E;2;E;2;0;
16.01.2010;1003.3;1000.6;999.6;10;4;0;-0.2;2.2;0.2;84;66;74;SE;2;SE;4;SE;4;0;
17.01.2010;995.8;994.1;995.5;10;9;10;-2.3;-0.4;-1.1;87;81;91;SE;4;SE;3;SE;3;9.3;rain and snow
18.01.2010;997.8;998.5;999.8;10;10;10;1.9;2.9;1.8;92;88;91;W;3;NW;3;NW;2;6.3;rain
19.01.2010;998;996.5;995.8;9;9;10;2.1;4;1.9;88;72;84;W;3;NW;2;NW;1;traces;rain and snow
20.01.2010;993.1;991.6;991.8;10;10;10;0.1;-0.5;-1.9;93;74;74;NE;1;NE;2;N;2;0.2;snow
21.01.2010;995.3;997.8;1000.4;10;10;10;-6.4;-6.1;-6.6;82;80;77;N;2;N;2;NW;2;1.5;snow
22.01.2010;1001.9;1001.7;1003.4;10;5;10;-6.5;-4.4;-5.9;78;71;71;NW;2;N;3;N;2;traces;snow
23.01.2010;1003.9;1002.1;1003.1;10;5;1;-7.9;-5.7;-9.1;78;72;80;NE;2;E;2;E;2;traces;snow
24.01.2010;1003.7;1003.8;1005.3;10;10;9;-9.6;-4.1;-5.5;89;81;82;NE;1;SE;3;SE;3;traces;snow and graupel
25.01.2010;1005.4;1005.6;1006.3;7;9;9;-6.1;-3.3;-4;81;74;75;SE;4;SE;4;SE;3;0.6;snow
26.01.2010;1006.9;1008.4;1009.6;10;7;5;-6.6;-4.4;-6.1;83;73;74;SE;3;NE;2;NW;2;0.1;snow
27.01.2010;1007;1000.4;996.1;0;0;5;-11.6;-4.7;-8.4;75;60;71;W;2;W;1;W;1;1;snow
