date;airPressure_7h;airPressure_14h;airPressure_19h;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;hum_7h;hum_14h;hum_19h;windDir_7h;windBeauf_7h;windDir_14h;windBeauf_14h;windDir_19h;windBeauf_19h;precip;precipType
01.01.2017;999.5;996.5;995.6;0;0;10;-6;-3.9;-4;94;91;95;N;1;E;1;SW;1;0.3;snow
02.01.2017;993.3;990.7;993.5;9;1;10;-6.8;4.7;0.2;93;58;83;SW;1;W;3;W;3;0.4;snow
03.01.2017;997.2;996.8;995.6;1;2;6;-0.1;2.5;0.9;75;61;66;W;3;W;5;W;5;traces;snow
04.01.2017;982.4;980.3;980.8;9;9;1;3.3;3.7;2.7;59;72;76;W;6;W;6;W;5;traces;rain and snow
05.01.2017;986.8;994.5;1000.3;8;9;7;0.4;-1.2;-3.2;69;53;58;NW;3;N;4;NW;4;traces;snow
06.01.2017;1007.1;1007.9;1010.2;9;9;5;-5.8;-4.8;;62;53;69;NW;4;NW;4;NW;3;traces;snow
07.01.2017;1010.2;1006.7;1005.4;1;2;8;-9.2;-4.7;-6.6;66;40;62;NW;3;N;3;NW;2;2.5;snow
08.01.2017;1000.5;1001.8;1002.8;10;5;9;-7.1;-4.7;-7.2;90;79;88;E;1;NW;2;NE;1;0.9;snow
09.01.2017;1001.4;999.5;999.2;10;10;10;-3.5;-2.7;-3.4;78;81;75;N;4;NW;2;N;2;traces;snow
10.01.2017;995.8;993.3;994.3;10;7;2;-6.4;-6.5;-8.1;84;60;59;SE;2;SE;4;SE;3;traces;snow
11.01.2017;995.8;991.5;986;1;0;9;-12.4;-4;-4.3;82;55;64;NE;1;S;2;SE;1;2;snow
12.01.2017;985.5;987.8;986.5;8;7;10;2.8;6;4.5;79;66;80;W;4;W;3;SW;2;0.3;rain
13.01.2017;974.6;972.8;974.5;10;10;10;2.8;5.1;1.8;79;54;76;NW;2;W;5;W;5;0.4;rain and snow
14.01.2017;979;978.8;983.9;7;10;4;0;2.2;2;66;85;69;W;3;W;5;NW;3;1.7;snow and graupel
15.01.2017;990.2;992.9;994.3;1;5;3;0;2.6;-0.1;73;61;72;W;4;W;4;W;4;traces;snow
16.01.2017;;996.2;998;2;9;10;-2.7;-0.3;-1.8;85;71;78;W;3;NW;2;NW;1;traces;snow and graupel
17.01.2017;1002.3;1004.8;1006.7;8;9;7;-2.5;-0.8;-1.7;77;68;70;NW;3;N;3;N;3;0;
18.01.2017;1009;1010.2;1011;9;10;0;-3.4;-1.8;-4.4;74;66;77;N;3;N;2;NW;2;0;
19.01.2017;1011.9;1011.6;1011.8;0;0;0;-8.8;-3.8;-6.1;87;68;80;W;2;NE;2;N;1;0;
20.01.2017;1011.7;1010.2;1009.6;0;0;0;-10.2;-3.6;-5.6;90;71;84;NE;1;E;2;SE;1;0;
21.01.2017;1008.1;1007.2;1007.2;0;0;0;-8.8;-3.2;-4.4;90;74;81;N;1;E;1;SE;1;0;
22.01.2017;1007.1;1005.2;1004.6;4;0;0;-6.9;1;-1.8;90;60;66;SE;2;SE;3;SE;3;0;
23.01.2017;1001.9;1000.4;1000.2;9;10;10;-4.7;-4.7;-5.2;87;86;86;SE;3;SE;2;SE;2;traces;graupel
24.01.2017;1000.2;1001.5;1003;10;10;10;-6;-5;-4.7;90;78;76;NW;2;NW;2;NW;2;traces;snow and graupel
25.01.2017;1003.9;1004.3;1005.5;10;10;10;-2.9;-0.5;-0.5;78;75;76;NW;4;NW;2;N;1;traces;graupel
26.01.2017;1006.5;1006.1;1005.6;10;9;1;-2;1.5;-0.9;76;61;72;SE;2;SE;3;SE;3;0;
27.01.2017;1002.5;1001.9;1002.1;1;10;10;-3.9;-2.6;-4;80;81;86;SE;2;SE;3;SE;3;0;
28.01.2017;1000.1;1000.2;1001;10;10;10;-5.3;-5;-5;89;88;89;SE;3;S;3;SE;2;0.1;graupel
29.01.2017;1002.5;1001.9;1002.2;10;10;10;-5.5;-4.8;-5.4;93;87;90;SE;1;SE;1;S;2;traces;graupel
30.01.2017;1000.8;998.4;997.6;10;10;10;-6.5;-5.9;-7.5;95;92;93;S;2;S;3;SE;3;2.1;rain and graupel
31.01.2017;995.8;995;995.1;10;10;10;-7;-5.2;-4.3;89;92;88;S;3;SE;3;S;2;10.1;"rain; snow; graupel and hail"
01.02.2017;996.5;996.3;996;10;10;10;-3;-1.1;-1.1;94;87;96;E;1;E;1;N;1;1.5;rain and snow
02.02.2017;994.9;991.9;991.8;10;10;10;-1.1;0.5;-0.5;96;91;97;E;1;SE;2;E;1;0;
03.02.2017;986.9;985;;10;10;10;0;1.8;1;98;92;100;SE;1;SE;1;NE;1;0;
04.02.2017;984.3;981.5;979.7;9;2;10;0.3;5.6;2.5;94;78;94;NE;2;E;1;E;2;0;
05.02.2017;981.6;981.1;980.7;6;4;9;5.6;11.1;5.2;72;41;74;W;3;S;1;NE;2;4.1;rain
